,0
0,10.163218390804598
1,10.434482758620689
2,11.096551724137932
3,9.818390804597701
4,10.74712643678161
5,9.963218390804597
6,10.066666666666666
7,10.27816091954023
8,10.004597701149425
9,10.832183908045977
