,0
0,9.937931034482759
1,9.742528735632185
2,9.489655172413793
3,10.177011494252874
4,9.924137931034483
5,10.096551724137932
6,10.181609195402299
7,10.213793103448277
8,10.611494252873563
9,9.418390804597701
